GISJOIN,total,link_title,link,link_des,smart,manual_check,notes
G12071000,3,"['Services and Ordering | City of Tampa', 'Amenities | City of Tampa', 'Tampa Convention Center Documents & Forms | City of Tampa']","['https://www.tampagov.net/tcc/services-and-ordering', 'http://tampagov.net/tcc/amenities', 'https://www.tampagov.net/tcc/documents-and-forms']","[""Aug 9, 2022 ... SmartCity is the exclusive in-house event technology provider. Founded over 30 years ago, we are the nation's largest provider of event\xa0..."", 'Smart City Wireless Services - Tampa Convention Center ... throughout the Exhibit Halls for a daily fee by our in-house exclusive provider SmartCity.', 'Apr 26, 2022 ... ... Smart City Wireless Flyer · Smart City Exhibitor Order Form · Encore Rigging Form · Facility Branding Guide · Trash & Recycling Guide\xa0...']",1,1,Active investments in smartcity tech
G12071150,1,['Sustainability/Resiliency In Tarpon Springs'],['https://www.ctsfl.us/index_htm_files/SustainabilityPresentation.pdf'],"['·Smart City Leadership Workshop- Designed for Administration, ELT and key staff, develop a workshop with community partners such as the Institute of Food\xa0...']",1,0,Workshop on smartcities held in town
G12073900,1,"['Recognition | Venice, FL']",['https://www.venicegov.com/government/information-technology/recognition'],"['Nov 10, 2020 ... Details on the 2020 submission of all the winners can be found at the 2020 Digital Cities Survey website. ECW 2021 - Smart City Edge Summit –\xa0...']",1,0,Competion
G12076582,3,"['Water Smart Weston | City of Weston, FL', 'Title - Select Text and Insert Text', 'Site Map | City of Weston, FL']","['https://www.westonfl.org/residents/pool-and-water-safety', 'https://www.westonfl.org/home/showpublisheddocument/1724/636691514819970000', 'https://www.westonfl.org/about/site-map']","['Water Smart Weston. Print Feedback. Share & Bookmark Share & Bookmark, Press Enter to show all options, press Tab go to next option.', 'May 24, 2016 ... Page 7 Be Water Smart Weston! Tips for Safe Aquatic. Outings. Page 8 YMCA Happenings. Page 9 Upcoming Events and Ongoing Programs\xa0...', 'Water Smart Weston · Forms for Download · Indian Trace Development District · Landscaping · Certified Arborist List · Landscape Permits & Registration.']",1,0,Mostly water safety
G12076600,3,"['City to Accelerate Adoption of Smart City Technology | News List ...', 'In Israel, Mayor Keith A. James Represents the City of West Palm ...', 'City News | West Palm Beach, FL']","['https://www.wpb.org/Home/Components/News/News/2888/16', 'https://www.wpb.org/Home/Components/News/News/2588/16', 'https://www.wpb.org/government/communications/news-test']","['Aug 17, 2022 ... West Palm Beach to Accelerate Adoption of Smart City Technology, following National Science Foundation Investment in CS3 Engineering\xa0...', 'Apr 8, 2022 ... ... urban revitalization, electric buses and other smart city innovations, tech innovation, and administration of diverse cities.', ""City to Accelerate Adoption of Smart City Technology. 08/17/2022 9:00 AM. City to Hold FY'23 Budget Hearings. 08/16/2022 10:30 AM.""]",1,1,Active investments in smartcity tech
G12078275,5,"['Boards & Committees | City of Winter Haven', 'The City of Winter Haven Launches an Innovation Program | City of ...', 'COAST Autonomous Announces Collaboration with the City of ...', 'COMMUNITY REDEVELOPMENT AGENCY (CRA) Annual Report ...', 'City of Winter Haven, Florida A Distinctively Different City']","['https://www.mywinterhaven.com/government/city-departments/city-clerk/committees-and-boards/', 'https://www.mywinterhaven.com/city/press-releases-city/the-city-of-winter-haven-launches-an-innovation-program/', 'https://www.mywinterhaven.com/city/press-releases-city/coast-autonomous-announces-collaboration-with-the-city-of-winter-haven-florida-to-explore-deployment-of-autonomous-transportation-solutions/', 'https://www.mywinterhaven.com/wp-content/uploads/CRA-Annual-Report-2020-2021-Brochure-FINAL.pdf', 'https://www.mywinterhaven.com/wp-content/uploads/Final-GFOA-Budget-Book-FY-2022.pdf']","['The Smart City Advisory Committee (SCAC) was established by Resolution R-19-11. A “smart city” is a city that uses information and communication\xa0...', 'Apr 6, 2022 ... Digital and Human – The Best of Both Worlds · Moving Ideas through the Process · Bright Ideas – A Smart City Initiative.', 'Mar 29, 2022 ... When Bud and the COAST team approached us, it aligned perfectly with our smart city ambitions. I am very excited to see a P-1 driverless shuttle\xa0...', 'Smart City Bonus: Both A. and B. above could also receive $1,500 per unit grant upon completion of construction when the project includes three or more\xa0...', 'Jan 1, 2022 ... The City Commission established the Smart City Advisory Committee to focus on smart city opportunities, strategies, and partnerships.']",1,1,Active investments in smartcity tech
G12078300,5,"['ORDINANCE 3210-2021 AN ORDINANCE OF THE CITY ...', ""Today's Meetings"", 'Active Solicitations – City of Winter Park', 'City Commission - Granicus Content', 'Previous Ordinances – City of Winter Park']","['https://cityofwinterpark.org/docs/government/ordinances-resolutions/ORD3210-21.pdf?ver=1631404800052', 'https://cityofwinterpark.org/government/meetings/', 'https://cityofwinterpark.org/departments/administration/procurement/active-solicitations/', 'https://cityofwinterpark.org/government/city-commission/meetings/', 'https://cityofwinterpark.org/government/ordinances-resolutions/previous-ordinances/']","['SMART CITY AD-HOC COMMITTEE; PROVIDING FOR. SUNSET AND AN EFFECTIVE DATE. WHEREAS, in accordance with Chapter 2, Section 2-48(l), City of Winter Park Code.', 'September 2022. 1 Sep. Broadband & Smart City Ad Hoc Committee Regular Meeting. Hybrid (In-\xa0...', 'RFP26-22, Connectivity Master Plan & Smart City Initiative Consultant Services, Pending Award. IFB23-22, Continuing Concrete Services, Pending Award.', 'City Commission Joint Work Session with Broadband/Smart City Ad-hoc Committee, Jan 13, 2022 - 03:00 PM, 01h 02m, Agenda · Minutes · Video · Agenda Packet.', '... residential future land use 2229, 2225, 2311, 2313 Loch Lomond and 2272 Nairn Drive, AUG 25. 3210-21, Creating a Smart City Ad Hoc Committee, JUL 28.']",1,1,Active investments in smartcity tech
G13001696,1,['ZKTeco Bringing US Headquarters To Alpharetta'],['https://www.alpharetta.ga.us/community/news/2019/02/20/zkteco-bringing-us-headquarters-to-alpharetta'],"['Feb 20, 2019 ... “Their international investment is a strong reflection of our status as a global tech hub, including in the smart city and biometrics\xa0...']",1,0,Announcements
G13003440,1,['Page 1 of 2 ATHENS-CLARKE COUNTY SPLOST 2020 CITIZENS ...'],['https://www.accgov.com/AgendaCenter/ViewFile/Minutes/_02042019-184'],"['Feb 4, 2019 ... #25 Smart City Transportation Project. Discussion of 2/4/19 Presentations. #87 Glass Tower at MLK and North Avenue.']",1,0,Meeting notes
G13004000,6,"['Mayor Andre Dickens to Launch Digital Interactive Kiosks | Press ...', 'Ordinances & Regulations | Atlanta, GA', ""Mayor Andre Dickens' 2022 State of the City Address as prepared ..."", 'New Mobility and Technology', 'YEAR IN REVIEW', 'Atlanta CIO Advisory Board | Atlanta, GA']","['https://www.atlantaga.gov/Home/Components/News/News/14187/672?backlist=%2F', 'https://www.atlantaga.gov/government/departments/city-planning/ordinances-and-regulations', 'https://www.atlantaga.gov/Home/Components/News/News/14121/672', 'https://www.atlantaga.gov/home/showpublisheddocument?id=48091', 'https://www.atlantaga.gov/Home/ShowDocument?id=27687', 'https://www.atlantaga.gov/government/departments/atlanta-cio-advisory-board']","['May 23, 2022 ... Partnership with IKE Smart City will install 120 ADA-compliant kiosks, which serve as a free Wi-Fi hotspot, community information hubs to\xa0...', 'Local laws and city codes play a large role in smart city planning. The City of Atlanta is governed by rules called ordinances and regulations which have\xa0...', 'Apr 4, 2022 ... Thank you. Before we get started, I am sure you saw the new Smart City Kiosks in the lobby as you came in. These interactive kiosks by IKE Smart\xa0...', 'data from multiple sources, including the planned smart city technologies, traditional transportation data, and data from other.', 'solutions and learn from 420 smart city experts. During the conference, Atlanta. Chief Information Officer Samir Saini participated on the “Making Our\xa0...', ""... Ecosystem Expansion with Metro Atlanta Chamber (MAC), Cynthia Curry helps strengthen and expand Metro Atlanta's IoT, AI, and Smart City ecosystems.""]",1,1,Smart kiosks and other tech
G13004204,1,['Augusta Transit Climate AcƟon Plan'],['https://www.augustaga.gov/DocumentCenter/View/15808/Augusta-Transit-Climate-Action-Plan'],['SMARTCITY Smart City Expo World Congress. TAM. Transit Asset Management Plan. TDP. Transit Development Plan. TIP. Transportation Improvement Program.'],1,0,Conference notice
G13010944,1,['Buford Highway Corridor Livable Centers Initiative (LCI)'],['https://www.brookhavenga.gov/sites/default/files/fileattachments/community_development/page/16880/brookhaven_buford_highway_lci_combined.pdf'],"['Jan 1, 2017 ... Management (TDM), economic development or the incorporation of Smart City Transportation investments: Both the BHIP and Comprehensive Plan\xa0...']",1,1,Smart streets
G13017776,1,['The Tech'],['https://www.collegeparkga.com/UserFiles/Servers/Server_11492833/File/Departments/Information%20Technology/Update-%20IT%20Newsletter%20Winter%202022.pdf'],['to the second phase of our Smart City Initiatives. We are also poised to get favorable results on the Broadband Grant that was submitted. More updates.'],1,1,Active investments in smartcity tech
G13024768,1,['Untitled'],['https://www.dunwoodyga.gov/home/showpublisheddocument/278/637345938306730000'],['Smart people - Smart city. Qaytay ÁRkkaatreeli. FunTo TÍCH LI. MARK Á SKÚüsand mogen Adige www. Hikin. Per. Pastor Ad pody. Thy Wid. SAN TENAGA KESED MON.'],1,0,Maps
G13025720,1,"['Strategic Plan | City of East Point, Georgia']",['https://www.eastpointcity.org/wp-content/uploads/2022/01/Strategic-Plan-2020.pdf'],['The City of East Point will develop a smart-city infrastructure plan that utilizes technology to maintain and upgrade current.'],1,1,Active investments in smartcity tech
G13046860,1,['City of Lithonia E N V I S I O N'],['https://lithoniacity.org/Assets/Files/Authorities%20and%20Boards/Visionmeeting.pdf'],"['Nov 20, 2018 ... (Yellow Daisy) + Stone (Gneiss), Smart City, Green, Beautification Ordinance, Dog Park,. Boutique Hotel/Bed & Breakfast, Recreation Center,\xa0...']",1,0,"Desire to impliment, but lack of funding"
G13049008,5,"['Smart Neighborhoods MBC | Macon-Bibb County, Georgia', 'Smarter Together MBC | Macon-Bibb County, Georgia', 'SmartNeighborhoodsMBC Kiosk Models | Macon-Bibb County ...', 'Technology Association of Georgia announces Macon-Bibb as ...', 'Wi-Fi Macon launched downtown | Macon-Bibb County, Georgia']","['https://www.maconbibb.us/smartneighborhoodsmbc/', 'https://www.maconbibb.us/smartertogethermbc/', 'https://www.maconbibb.us/smartneighborhoodsmbc-kiosk-models/', 'https://www.maconbibb.us/2018excaliburawards/', 'https://www.maconbibb.us/freewifidowntown/']","['Dec 16, 2019 ... This Georgia Smart Communities Challenge is a funding and technical assistance program that helps Georgia local governments develop Smart City\xa0...', ""Smarter Together MBC. Macon-Bibb County Government's Smart City Hub. Submit Your Smart Card Idea. Name. Email. Organization."", 'Whether deployed as a “smart city” information hub in a major Southern metropolis or as the primary directional and wayfinding system for a modern lifestyle\xa0...', '... adaptation of the concepts of open data, transparent government, and the growing interest and pervasive impact of the national Smart City movement.', 'Nov 26, 2019 ... ... cutting-edge technology to our community in new and innovative ways creating Smart City solutions for Macon-Bibb and its residents.”.']",1,1,kiosks and other smart city tech
G13049756,4,"['MARIETTA FIRE DEPARTMENT 2019 ANNUAL REPORT ...', 'Marietta Fire Department Receives Firehouse Subs Public Safety ...', 'Root House Museum Showcases Life On the Homefront during the ...', 'Marietta Cobb Museum of Art to Partner with Cobb County Collectors']","['https://www.mariettaga.gov/DocumentCenter/View/11322/2019-Annual-Report', 'https://www.mariettaga.gov/CivicAlerts.aspx?AID=2423', 'https://www.mariettaga.gov/CivicAlerts.aspx?AID=2560', 'https://www.mariettaga.gov/CivicAlerts.aspx?AID=897']","['SMART CITY FULLY INTEGRATING TRAFFIC PREEMPTION. • WE ORDERED REPLACEMENT VEHICLES FOR TRUCK 52,. AND SQUAD 55 . • A NEW QUICK RESPONSE VEHICLE WAS PLACED\xa0...', 'Aug 14, 2019 ... MEDIA ADVISORY: City of Marietta to Dedicate Bridge in Memory of Chief Justice Hines on May 18th. Posted on: May 10, 2019. SMART CITY AWARD\xa0...', 'MEDIA ADVISORY: City of Marietta to Dedicate Bridge in Memory of Chief Justice Hines on May 18th. Posted on: May 10, 2019. SMART CITY AWARD 2019 01\xa0...', 'Apr 6, 2017 ... City of Marietta Enters Testing Phase to Roll Out New “Smart City” Marietta TravelSafely App. Posted on: August 15, 2017.']",1,1,Active investments in smartcity tech
G13055776,4,"['Professional & Business Services | Norcross, GA - Official Website', 'Honorable Mayor and City Councilmembers: I am pleased to ...', 'FISCAL YEAR 2022', '2040 NORCROSS COMPREHENSIVE PLAN']","['https://www.norcrossga.net/2022/Professional-Business-Services', 'https://www.norcrossga.net/DocumentCenter/View/6292/FY-23-budget-message', 'https://www.norcrossga.net/DocumentCenter/View/3785', 'https://www.norcrossga.net/DocumentCenter/View/2957/']","['... Qualified Applicants: The metro Atlanta region has been ranked among America\'s ""Tech 25"" and as a ""smart city;"" Norcross plays a role in this success.', '“Smart City” Initiatives – These are reflected in the form of five new electric vehicle (EV) level 2 dual charging stations, funded by Norcross Power,\xa0...', 'Jul 6, 2021 ... but also available for investment in “Smart City” initiatives. Equipment recommended for FY 22 includes: ▫ Forklift replacement (net of\xa0...', 'smart city strategies to improve public service delivery? 13. How can we provide excellent city services and engagement opportunities for people of all.']",1,1,Active investments in smartcity tech
G13059735,6,"['Curiosity Lab at Peachtree Corners | Peachtree Corners, GA', 'Jobs • Peachtree Corners, GA • CivicEngage', 'Welcome to Peachtree Corners | Peachtree Corners, GA', 'Staff Directory • Peachtree Corners, GA • CivicEngage', 'Peachtree Corners Joins Partners for Automated Vehicle ...', 'Economic Development | Peachtree Corners, GA']","['https://www.peachtreecornersga.gov/278/Curiosity-Lab-at-Peachtree-Corners', 'https://www.peachtreecornersga.gov/Jobs.aspx?UniqueId=98&From=All&CommunityJobs=False&JobID=Executive-Assistant-5', 'https://www.peachtreecornersga.gov/262/Welcome-to-Peachtree-Corners', 'https://www.peachtreecornersga.gov/directory.aspx?eid=6', 'https://www.peachtreecornersga.gov/DocumentCenter/View/2244', 'https://www.peachtreecornersga.gov/267/Economic-Development']","['It consists of a 5G-enabled 3-mile autonomous vehicle test track and smart city infrastructure located within an existing 500-acre technology park where\xa0...', 'Sep 9, 2022 ... Peachtree Corners is also home to Curiosity Lab, a city-owned and operated 3-mile autonomous vehicle test track and 500-acre smart city\xa0...', 'It consists of a 5G-enabled 3-mile autonomous vehicle test track and smart city infrastructure located within an existing 500-acre technology park where\xa0...', 'Mr. Johnson is a frequent public speaker and has delivered keynote remarks about Curiosity Lab from the main stage at transportation, smart city,\xa0...', 'Aug 16, 2022 ... “As a smart city, we are consistently exploring and deploying the latest vehicle technologies, whether that is autonomous.', 'Curiosity Lab was featured at the Smart City Expo Atlanta in 2019, when the city presented the 5G-enabled autonomous vehicle and living laboratory on the\xa0...']",1,1,Active investments in smartcity tech
G13064596,1,['Remerton City Council Regular Session – City of Remerton'],['https://cityofremerton.com/dev/event/remerton-city-council-regular-session/'],"['Announcement Building City Design Developement Goverment Meeting Road Smart City. Remerton City Hall. 1757 Poplar Street Remerton, GA 31601. Opening Hours:.']",1,0,"Desire to impliment, but lack of funding"
G13065464,1,['Request for Proposal Information Technology (IT) Infrastructure ...'],['https://www.riverdalega.gov/DocumentCenter/View/4006/IT-INFRASTRUCTURE-UPGRADE---RFP-Revised'],"['Aug 31, 2018 ... To upgrade The City of Riverdale IT infrastructure from a qualified vendor following a provided. Digital Transformation Roadmap (Smart City)\xa0...']",1,1,Active investments in smartcity tech
G13069000,1,['2020 ANNUAL RECERTIFICATION Action Item Evaluation Report Of ...'],['https://www.savannahga.gov/DocumentCenter/View/9190'],"['Start Planning for the conference in March 2020 and web updating. October 2019: October 11: Participated on the Smart City Sea Level Rise, Sensor Project\xa0...']",1,0,Conference notice
G13072122,5,"['Information Technology | South Fulton, GA', 'NEWS RELEASE Department of Communications', 'fiscalyear - 2021 budget', 'strategic plan 111819.indd', 'City of South Fulton']","['https://www.cityofsouthfultonga.gov/2537/Information-Technology', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/2892/NEWS-RELEASE---South-Fulton-Turning-to-Smart-Energy-with-Solar-Partnership', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/3859/Resilient-South-Fulton-Propose-FY21-Budget-v2', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/2421/COSF-strategic-plan-120419', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/1608/Draft-City-of-South-Fulton-Strategic-Plan']","[""Embrace Smart City Technology: We are open to all possibilities of technology improvements to assist the City's service delivery model and foster\xa0..."", 'No-Cost Solar Partnership Will Create Savings for Energy Smart South Fulton. (CITY OF SOUTH FULTON, GA – February 27, 202o) – The City of South Fulton is\xa0...', 'Smart City initiatives. Assessment of existing sanitation model. The impact of the current global health crisis coupled with a reduction.', 'create a more ethical and transparent government, lay the foundation for a smart city, promote quality development and better regulate the local economy.', 'Sep 1, 2019 ... Create a small cell and Smart City Plan. Finance and. Infrastructure. IT. 2019-2020. Research and develop a plan to generate.']",1,1,Active investments in smartcity tech
G13077652,1,['Art in the Alleys'],['https://www.tuckerga.gov/newsletter_page_T54_R636.php'],"[""ML: Every year we put out a call for projects. We have eight different priority areas whether it's creative place making [or]…others like smart city, smart\xa0...""]",1,0,Competion
G13078800,1,['Valdosta Project Selected as Finalist for World Smart Cities Awards ...'],['https://www.valdostacity.com/news/valdosta-project-selected-finalist-world-smart-cities-awards'],"['World Smart Cities Award finalists are selected by the Smart City Expo World Congress, a leading international summit on cities and smart urban solutions.']",1,1,Awarded for smart city
G13084176,2,"['Planning Initiatives', 'MAYOR DELIVERS 2021 STATE OF THE CITY ADDRESS']","['https://www.woodstockga.gov/your_government/departments/community_development/long_range_planning.php', 'https://www.woodstockga.gov/news_detail_T15_R26.php']","['The team was recognized at a special event on June 18, 2019, in Macon. The funds will be used to complete the Smart Woodstock Strategy and Smart Corridor Study,\xa0...', 'The SMART Woodstock plan for technological advances for a better experience in the Main Street corridor was completed and adopted.']",1,1,Smart corridor plan mention
G16014680,2,"['Chubbuck Development Authority (CDA) - City of Chubbuck', 'Untitled']","['https://cityofchubbuck.us/development-authority/', 'https://cityofchubbuck.us/wp-content/uploads/2018/01/2002-Comprehensive-Plan.compressed.pdf']","['This backbone will provide increased opportunity for “Fiber to the Home” and encourage economic growth as Chubbuck becomes a SMART City.', 'Steve Smart, City Engineer. Other Agencies, Districts, and Utilities. BANNOCK PLANNING ORGANIZATION, SOUTHEAST IDAHO COUNCIL OF GOVERNMENTS.']",1,1,Active investments in smartcity tech
G16016750,1,['Wireless Health & Safety Concerns – Information provided by Verizon'],['https://www.cdaid.org/files/Planning/Wireless_Health_Information_from_Verizon_-_packet.pdf'],"['Mar 4, 2020 ... These capabilities will enable smart city technology, the “internet of things”, mobile service on airplanes, remote medicine, and the\xa0...']",1,0,Corporate packet
G16048790,1,['Broadband Master Plan'],['https://www.mccall.id.us/media/ISYSTEMS/RAPID%20Broadband%20Master%20Plan.pdf'],"['services, universal access, environmental stewardship and smart city applications. City leaders will be able to use this document to lay the groundwork to\xa0...']",1,1,Active investments in smartcity tech
G17003012,5,"['Smart Digital Kiosks | Aurora, IL', 'Information Technology Division | Aurora, IL', ""Aurora's Small Business Community Channel"", '2020 Exhibits | Aurora, IL', 'City of Aurora Annual Budget 2021']","['https://www.aurora-il.org/2075/Smart-Kiosks', 'https://www.aurora-il.org/796/Information-Technology', 'https://www.aurora-il.org/DocumentCenter/View/6475/Small-Business-Kit-ENGLISH', 'https://www.aurora-il.org/2163/2020-Exhibits', 'https://www.aurora-il.org/DocumentCenter/View/8316/Budget-2021']","['Operated by Smart City Media, the CityPost kiosks are touch-screen devices complete with accessible information in multiple languages ranging from community\xa0...', 'Marketplace City. Mayor Irvin has set the goal to make the City of Aurora a regional technology hub. CIO Michael Pegues is driving their smart city efforts from\xa0...', 'Smart City Media sales@smartcitymedia.us. Changing the way small businesses connect with their community. 25 or Fewer Employees.', '... to connect our citizens with public art is just one example of how great it is to live in a Smart City,” says Jen Evans, Director of Aurora Public Art.', ""Oct 18, 2020 ... implementation of Smart City programs with related technologies and services. City Clerk's Office Priorities:.""]",1,1,kiosks and other smart city tech
